,id,book_id,isbn,authors,original_publication_year,title,average_rating,ratings_count,small_image_url
3282,3283,7091370,61728918,Candace Bushnell,2010.0,"The Carrie Diaries (The Carrie Diaries, #1)",3.57,30468,https://images.gr-assets.com/books/1366214548s/7091370.jpg
3283,3284,5181,671042572,Bret Lott,1991.0,Jewel,3.64,31851,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3284,3285,17860199,62300806,Veronica Roth,2013.0,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",3.98,25327,https://images.gr-assets.com/books/1376880754s/17860199.jpg
3285,3286,228258,842329218,"Tim LaHaye, Jerry B. Jenkins",1996.0,"Tribulation Force (Left Behind, #2)",3.94,30592,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3286,3287,7015635,014311638X,Michael Pollan,2008.0,Food Rules: An Eater's Manual,3.99,30577,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3287,3288,20316309,NA,خولة حمدي,2012.0,في قلبي أنثى عبرية,4.04,22912,https://images.gr-assets.com/books/1387912700s/20316309.jpg
3288,3289,263147,60093366,Ellen Schreiber,2003.0,"Vampire Kisses (Vampire Kisses, #1)",3.69,43323,https://images.gr-assets.com/books/1345950574s/263147.jpg
3289,3290,16044981,312577214,Kristin Hannah,2013.0,"Fly Away (Firefly Lane, #2)",3.94,27109,https://images.gr-assets.com/books/1355338978s/16044981.jpg
3290,3291,28689,756402972,Tad Williams,1990.0,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",4.09,32709,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3291,3292,76104,517203383,"Adrian Conan Doyle, John Dickson Carr",1954.0,The Exploits of Sherlock Holmes,4.4,26232,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3292,3293,176839,812976185,Anna Quindlen,1994.0,One True Thing,4.01,30831,https://images.gr-assets.com/books/1320401814s/176839.jpg
3293,3294,23156040,1609452232,"Elena Ferrante, Ann Goldstein",2013.0,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),4.29,24967,https://images.gr-assets.com/books/1411338052s/23156040.jpg
3294,3295,28250,1841493147,Trudi Canavan,2002.0,"The Novice (Black Magician Trilogy, #2)",4.07,32944,https://images.gr-assets.com/books/1327357280s/28250.jpg
3295,3296,97782,316016381,Joshua Ferris,2007.0,Then We Came to the End,3.45,23614,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3296,3297,17202452,098836946X,Monica  Murphy,2013.0,"One Week Girlfriend (One Week Girlfriend, #1)",3.94,44678,https://images.gr-assets.com/books/1361553462s/17202452.jpg
3297,3298,45102,553575651,Robin Hobb,2000.0,"Ship of Destiny (Liveship Traders, #3)",4.21,34271,https://images.gr-assets.com/books/1403180325s/45102.jpg
3298,3299,15990489,140911399X,Maeve Binchy,2012.0,A Week in Winter,3.79,25371,https://images.gr-assets.com/books/1346827587s/15990489.jpg
3299,3300,13154952,385536073,John Grisham,2012.0,Calico Joe,3.8,27244,https://images.gr-assets.com/books/1329430545s/13154952.jpg
3300,3301,282356,1591163293,"Hisaya Nakajo, David Ury",1997.0,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)",4.16,30403,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3301,3302,13928,765343436,Juliet Marillier,1999.0,"Daughter of the Forest  (Sevenwaters, #1)",4.28,39792,https://images.gr-assets.com/books/1343589988s/13928.jpg
3302,3303,556511,399229191,Eric Carle,1984.0,The Very Busy Spider,4.19,31537,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3303,3304,37738,9991373764,Judy Blume,1978.0,Freckle Juice,3.82,34579,https://images.gr-assets.com/books/1295888341s/37738.jpg
3304,3305,7155145,1591843162,Seth Godin,2010.0,Linchpin: Are You Indispensable?,3.87,26555,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3305,3306,34053,517266555,Rudyard Kipling,1902.0,Just So Stories,4.09,35708,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3306,3307,78508,767913736,Candice Millard,2005.0,The River of Doubt: Theodore Roosevelt's Darkest Journey,4.16,30894,https://images.gr-assets.com/books/1430014768s/78508.jpg
3307,3308,4477,312421702,"Atul Gawande, Susanne Kuhlmann-Krieg",2002.0,Complications: A Surgeon's Notes on an Imperfect Science,4.23,26267,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3308,3309,7779059,045146365X,Jim Butcher,2010.0,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",4.23,33738,https://images.gr-assets.com/books/1269115846s/7779059.jpg
3309,3310,497164,374521344,"Roland Barthes, Richard Howard",1980.0,Camera Lucida: Reflections on Photography,3.92,26754,https://images.gr-assets.com/books/1312018081s/497164.jpg
3310,3311,690866,080411109X,Amy Tan,1995.0,The Hundred Secret Senses,3.98,32002,https://images.gr-assets.com/books/1327869967s/690866.jpg
3311,3312,23638955,778317706,Mary Kubica,2015.0,Pretty Baby,3.75,24685,https://images.gr-assets.com/books/1438274437s/23638955.jpg
3312,3313,2595138,385524943,Andrew Davidson,2008.0,The Gargoyle,3.96,32699,https://images.gr-assets.com/books/1368598513s/2595138.jpg
3313,3314,823,60593083,Neal Stephenson,2003.0,"Quicksilver (The Baroque Cycle, #1)",3.92,27675,https://images.gr-assets.com/books/1377095669s/823.jpg
3314,3315,17287028,1250040159,"Elizabeth  Smart, Chris Stewart",2013.0,My Story,3.77,23294,https://images.gr-assets.com/books/1367749530s/17287028.jpg
3315,3316,176327,810959259,"Michael Buckley, Peter Ferguson",2005.0,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",4.01,38655,https://images.gr-assets.com/books/1349272153s/176327.jpg
3316,3317,149847,552144290,"Terry Pratchett, Stephen Briggs",1996.0,Mort: The Play,4.29,27706,https://images.gr-assets.com/books/1353573597s/149847.jpg
3317,3318,6909544,1596435690,Caragh M. O'Brien,2010.0,"Birthmarked (Birthmarked, #1)",3.89,37656,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3318,3319,284440,61231150,"Derek Landy, Tom Percival",2007.0,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",4.21,32785,https://images.gr-assets.com/books/1334279051s/284440.jpg
3319,3320,31818,156717204,Andy Warhol,1975.0,The Philosophy of Andy Warhol (From A to B and Back Again),3.77,24879,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3320,3321,7805,141185260,Vladimir Nabokov,1962.0,Pale Fire,4.19,26377,https://images.gr-assets.com/books/1388155863s/7805.jpg
3321,3322,89788,452285453,Tracy Chevalier,2003.0,The Lady and the Unicorn,3.67,32490,https://images.gr-assets.com/books/1311281285s/89788.jpg
3322,3323,5338,140439056,"Charles Dickens, Michael Slater",1843.0,A Christmas Carol and Other Christmas Writings,4.13,28675,https://images.gr-assets.com/books/1388952779s/5338.jpg
3323,3324,18007533,385351836,B.J. Novak,2014.0,One More Thing: Stories and Other Stories,3.66,28922,https://images.gr-assets.com/books/1393786903s/18007533.jpg
3324,3325,7557548,552144320,"Terry Pratchett, Stephen Briggs",1997.0,Men at Arms: The Play,4.39,28503,https://images.gr-assets.com/books/1353573652s/7557548.jpg
3325,3326,5212771,451227190,Rachel Caine,2009.0,"Carpe Corpus (The Morganville Vampires, #6)",4.21,41536,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3326,3327,16120760,7491433,Nathan Filer,2013.0,The Shock of the Fall,3.79,21798,https://images.gr-assets.com/books/1356034436s/16120760.jpg
3327,3328,13597728,62220969,Madeleine Roux,2013.0,"Asylum (Asylum, #1)",3.64,29687,https://images.gr-assets.com/books/1371333892s/13597728.jpg
3328,3329,24388326,385540353,Margaret Atwood,2015.0,The Heart Goes Last,3.37,26841,https://images.gr-assets.com/books/1493598486s/24388326.jpg
3329,3330,30260,60788194,Kim Harrison,2006.0,"A Fistful of Charms (The Hollows, #4)",4.28,43181,https://images.gr-assets.com/books/1348805978s/30260.jpg
3330,3331,213367,1590521196,John Piper,1986.0,Desiring God: Meditations of a Christian Hedonist,4.19,25099,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3331,3332,12813630,316213101,Holly Black,2013.0,The Coldest Girl in Coldtown,3.86,37682,https://images.gr-assets.com/books/1367312471s/12813630.jpg
3332,3333,13079,446615129,Carl Hiaasen,2004.0,Skinny Dip,3.79,29862,https://images.gr-assets.com/books/1375588741s/13079.jpg
3333,3334,23492741,1451693591,Alice Hoffman,2015.0,The Marriage of Opposites,3.86,29179,https://images.gr-assets.com/books/1438581390s/23492741.jpg
3334,3335,12987640,547386079,Jonah Lehrer,2012.0,Imagine: How Creativity Works,3.75,24727,https://images.gr-assets.com/books/1327000473s/12987640.jpg
3335,3336,2295829,451224639,Rachel Caine,2008.0,"Feast of Fools (The Morganville Vampires, #4)",4.17,43435,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3336,3337,13545075,1442423684,Neal Shusterman,2012.0,"UnWholly (Unwind, #2)",4.25,33679,https://images.gr-assets.com/books/1337871062s/13545075.jpg
3337,3338,6751,316156116,David Foster Wallace,2005.0,Consider the Lobster and Other Essays,4.25,26551,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3338,3339,7005865,1423128192,Eoin Colfer,2010.0,"The Atlantis Complex (Artemis Fowl, #7)",3.97,39307,https://images.gr-assets.com/books/1274866326s/7005865.jpg
3339,3340,43781,345422406,Anne Rice,2000.0,Merrick (The Vampire Chronicles #7),3.71,32734,https://images.gr-assets.com/books/1170230458s/43781.jpg
3340,3341,18739426,NA,Brandon Sanderson,2016.0,"The Bands of Mourning (Mistborn, #6)",4.45,28866,https://images.gr-assets.com/books/1450134973s/18739426.jpg
3341,3342,11987,679733736,"Albert Camus, Justin O'Brien",1942.0,The Myth of Sisyphus and Other Essays,4.18,30221,https://images.gr-assets.com/books/1401656886s/11987.jpg
3342,3343,16071745,345532740,Lauren Graham,2013.0,"Someday, Someday, Maybe",3.49,30829,https://images.gr-assets.com/books/1480527588s/16071745.jpg
3343,3344,12204,486275507,Robert Frost,1916.0,The Road Not Taken and Other Poems,4.27,30193,https://images.gr-assets.com/books/1415677882s/12204.jpg
3344,3345,19547856,62348671,Becky Albertalli,2015.0,Simon vs. the Homo Sapiens Agenda,4.26,53570,https://images.gr-assets.com/books/1402915678s/19547856.jpg
3345,3346,383206,014043478X,"Elizabeth Gaskell, Pam Morris",1866.0,Wives and Daughters,4.07,32029,https://images.gr-assets.com/books/1348267609s/383206.jpg
3346,3347,12558285,1419704281,A.G. Howard,2013.0,"Splintered (Splintered, #1)",3.96,37225,https://images.gr-assets.com/books/1340134213s/12558285.jpg
3347,3348,153540,395181569,Virginia Lee Burton,1942.0,The Little House,4.29,34002,https://images.gr-assets.com/books/1363184334s/153540.jpg
3348,3349,6174,684826801,"Primo Levi, Stuart J. Woolf, Philip Roth",1947.0,Survival in Auschwitz,4.28,25625,https://images.gr-assets.com/books/1414374949s/6174.jpg
3349,3350,500743,1423104870,Cinda Williams Chima,2007.0,"The Wizard Heir (The Heir Chronicles, #2)",4.14,33653,https://images.gr-assets.com/books/1298426467s/500743.jpg
3350,3351,32831,812972120,"Jules Verne, Caleb Carr, Jordan Stump",1874.0,"The Mysterious Island (Extraordinary Voyages, #12)",4.08,26440,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3351,3352,321577,014029628X,Susan Vreeland,1999.0,Girl in Hyacinth Blue,3.72,31883,https://images.gr-assets.com/books/1364742503s/321577.jpg
3352,3353,457762,067166154X,William Steig,1969.0,Sylvester and the Magic Pebble,4.14,36260,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3353,3354,9542439,184737459X,Philippa Gregory,2011.0,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",3.96,31744,https://images.gr-assets.com/books/1327946219s/9542439.jpg
3354,3355,8437667,525952063,Harlan Coben,2011.0,Live Wire (Myron Bolitar #10),4.07,28849,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3355,3356,818811,767927567,"Carolyn Jessop, Laura Palmer",2007.0,Escape,3.96,28581,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3356,3357,15154,044653109X,David Baldacci,2006.0,"The Collectors (Camel Club, #2)",4.01,29596,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3357,3358,841628,330316117,Douglas Adams,1986.0,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,4.51,27855,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3358,3359,78876,575058080,Terry Pratchett,1995.0,"Maskerade (Discworld, #18; Witches #5)",4.06,34094,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3359,3360,219205,345348656,Stephen R. Donaldson,1977.0,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",3.71,31771,https://images.gr-assets.com/books/1333217655s/219205.jpg
3360,3361,50937,684852861,"Marcus Buckingham, Curt Coffman",1998.0,"First, Break All the Rules: What the World's Greatest Managers Do Differently",3.92,27207,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3361,3362,47994,552154180,Terry Pratchett,1998.0,"The Last Continent (Discworld, #22; Rincewind #6)",3.99,32861,https://images.gr-assets.com/books/1332672492s/47994.jpg
3362,3363,7769,679882812,Dr. Seuss,1963.0,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),4.07,27116,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3363,3364,205476,60512636,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938.0,Our Town,3.63,35296,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3364,3365,3047848,61566152,Sara Shepard,2010.0,"Heartless (Pretty Little Liars, #7)",4.1,32754,https://images.gr-assets.com/books/1265496817s/3047848.jpg
3365,3366,32501,316734950,Michael Connelly,2006.0,"Echo Park (Harry Bosch, #12; Harry Bosch Universe, #14)",4.07,30066,https://images.gr-assets.com/books/1168391416s/32501.jpg
3366,3367,113138,446522597,David Baldacci,1997.0,The Winner,4.06,27904,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3367,3368,18659623,1442465956,Emily Carroll,2014.0,Through the Woods,3.92,32781,https://images.gr-assets.com/books/1414845473s/18659623.jpg
3368,3369,94319,142407380,Anthony Horowitz,2005.0,"Ark Angel (Alex Rider, #6)",4.11,33935,https://images.gr-assets.com/books/1311648941s/94319.jpg
3369,3370,68811,3522168577,Michael Ende,1973.0,Momo,4.29,28857,https://images.gr-assets.com/books/1420905611s/68811.jpg
3370,3371,20423680,NA,Blake Crouch,2014.0,"The Last Town (Wayward Pines, #3)",4.09,29258,https://images.gr-assets.com/books/1399508172s/20423680.jpg
3371,3372,23009402,451474708,Sarah Dessen,2015.0,Saint Anything,4.05,35111,https://images.gr-assets.com/books/1414680105s/23009402.jpg
3372,3373,13320466,385350287,Ayana Mathis,2012.0,The Twelve Tribes of Hattie,3.46,28058,https://images.gr-assets.com/books/1354713124s/13320466.jpg
3373,3374,16434,553584502,Dean Koontz,2004.0,The Taking,3.78,29721,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3374,3375,226706,671729454,V.C. Andrews,1981.0,"If There Be Thorns (Dollanganger, #3)",3.75,33086,https://images.gr-assets.com/books/1321684186s/226706.jpg
3375,3376,228696,399214577,"Jane Yolen, John Schoenherr",1987.0,Owl Moon,4.2,33642,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3376,3377,12857,812966937,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",1866.0,The Gambler,3.88,21358,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3377,3378,13413589,441020011,Patricia Briggs,2013.0,"Frost Burned (Mercy Thompson, #7)",4.35,36759,https://images.gr-assets.com/books/1344299919s/13413589.jpg
3378,3379,59145,039397166X,Honoré de Balzac,1834.0,Père Goriot,3.82,26070,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3379,3380,3522419,61655503,"Jo Nesbø, Don Bartlett",2002.0,"Nemesis (Harry Hole, #4)",3.98,31265,https://images.gr-assets.com/books/1327312660s/3522419.jpg
3380,3381,31426,808595040,"Sylvia Plath, Ted Hughes",1981.0,The Collected Poems,4.2,26295,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3381,3382,84151,312992424,Sherrilyn Kenyon,2004.0,"Night Play (Dark-Hunter #5, Were-Hunter #1)",4.36,41837,https://images.gr-assets.com/books/1316131575s/84151.jpg
3382,3383,9086994,NA,Paulo Coelho,2010.0,Aleph,3.37,17563,https://images.gr-assets.com/books/1397502326s/9086994.jpg
3383,3384,12351649,NA,R.L. Mathewson,2011.0,"Perfection (Neighbor from Hell, #2)",4.16,50146,https://images.gr-assets.com/books/1406578931s/12351649.jpg
3384,3385,6687247,670021253,Andrew Ross Sorkin,2008.0,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,4.09,25493,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3385,3386,1470232,345467531,Kristin Hannah,2006.0,Magic Hour,4.1,27778,https://images.gr-assets.com/books/1320542057s/1470232.jpg
3386,3387,4796,143039482,"John Steinbeck, Susan Shillinglaw",1961.0,The Winter of Our Discontent,3.99,28050,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3387,3388,373755,679732187,William Faulkner,1936.0,"Absalom, Absalom!",3.96,30283,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3388,3389,22510983,141357274,"Zoe Sugg, Siobhan Curham",2014.0,"Girl Online (Girl Online, #1)",3.77,37177,https://images.gr-assets.com/books/1410112710s/22510983.jpg
3389,3390,205821,1416940286,Carol Ryrie Brink,1935.0,Caddie Woodlawn  (Caddie Woodlawn #1),3.99,37689,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3390,3391,24950845,345542967,Janet Evanovich,2015.0,"Tricky Twenty-Two (Stephanie Plum, #22)",3.92,23408,https://images.gr-assets.com/books/1431363154s/24950845.jpg
3391,3392,139855,083081650X,J.I. Packer,1973.0,Knowing God,4.31,29848,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3392,3393,68396,786938250,R.A. Salvatore,1990.0,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",4.15,27105,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3393,3394,2177236,525950608,Harlan Coben,2008.0,Hold Tight,3.94,30180,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3394,3395,71252,1563892049,"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",1996.0,The Kindly Ones (The Sandman #9),4.59,32544,https://images.gr-assets.com/books/1339922887s/71252.jpg
3395,3396,25103,1563891700,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995.0,Worlds' End (The Sandman #8),4.48,32362,https://images.gr-assets.com/books/1339922260s/25103.jpg
3396,3397,826845,140013083,John Wyndham,1955.0,The Chrysalids,3.92,29364,https://images.gr-assets.com/books/1271095852s/826845.jpg
3397,3398,122967,068815932X,"Hans Christian Andersen, Jerry Pinkney",1843.0,The Ugly Duckling,4.1,25306,https://images.gr-assets.com/books/1381355973s/122967.jpg
3398,3399,81939,1878424440,Miguel Ruiz,1999.0,The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,4.25,24162,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3399,3400,29641,99478447,"Graham Greene, Monica Ali",1951.0,The End of the Affair,3.96,29372,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3400,3401,25205422,145161781X,Jennifer Weiner,2015.0,Who Do You Love,3.74,22026,https://images.gr-assets.com/books/1432136838s/25205422.jpg
3401,3402,739840,067166607X,"Felix Salten, Barbara Cooney",1923.0,Bambi,4.1,28655,https://images.gr-assets.com/books/1344401718s/739840.jpg
3402,3403,59924,60512741,Ursula K. Le Guin,1971.0,The Lathe of Heaven,4.09,29562,https://images.gr-assets.com/books/1433084322s/59924.jpg
3403,3404,1362,140449086,"Herodotus, Aubrey de Sélincourt, John M. Marincola",-440.0,The Histories,3.97,28870,https://images.gr-assets.com/books/1399225547s/1362.jpg
3404,3405,17798287,NA,K. Bromberg,2013.0,"Driven (Driven, #1)",4.31,41454,https://images.gr-assets.com/books/1366000080s/17798287.jpg
3405,3406,18402,034549038X,Matthew Pearl,2003.0,The Dante Club,3.38,31035,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3406,3407,46544,553382616,Jean M. Auel,2002.0,"The Shelters of Stone (Earth's Children, #5)",3.8,31333,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3407,3408,5292853,044101738X,Patricia Briggs,2009.0,"Hunting Ground (Alpha & Omega, #2)",4.27,44487,https://images.gr-assets.com/books/1375461295s/5292853.jpg
3408,3409,5356711,61750441,Paulo Coelho,2008.0,The Winner Stands Alone,3.37,22229,https://images.gr-assets.com/books/1358266380s/5356711.jpg
3409,3410,133430,449214192,James A. Michener,1974.0,Centennial,4.21,31235,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3410,3411,6261522,61779814,Kimberly Derting,2010.0,"The Body Finder (The Body Finder, #1)",3.96,43203,https://images.gr-assets.com/books/1358266631s/6261522.jpg
3411,3412,6870,99481243,Ian McEwan,1997.0,Enduring Love,3.62,26390,https://images.gr-assets.com/books/1313656531s/6870.jpg
3412,3413,36071,684802031,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",1993.0,First Things First,4.06,26813,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3413,3414,28541,141692499X,Anne McCaffrey,1976.0,"Dragonsong (Harper Hall, #1)",4.24,35694,https://images.gr-assets.com/books/1407659596s/28541.jpg
3414,3415,595375,374404143,Nancy Garden,1982.0,Annie on My Mind,3.97,29278,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3415,3416,6428887,61929379,Michael Crichton,2009.0,Pirate Latitudes,3.41,27904,https://images.gr-assets.com/books/1332304096s/6428887.jpg
3416,3417,328854,375724834,Jonathan Lethem,1999.0,Motherless Brooklyn,3.91,23614,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3417,3418,714902,552555703,Malorie Blackman,2001.0,"Noughts & Crosses (Noughts & Crosses, #1)",4.23,27725,https://images.gr-assets.com/books/1443903273s/714902.jpg
3418,3419,152519,486419312,Harriet Jacobs,1861.0,Incidents in the Life of a Slave Girl,4.08,24744,https://images.gr-assets.com/books/1418788224s/152519.jpg
3419,3420,8519822,385735359,Michael Scott,2012.0,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",4.24,30171,https://images.gr-assets.com/books/1317844406s/8519822.jpg
3420,3421,8255917,1594202664,Ron Chernow,2010.0,Washington: A Life,4.09,28598,https://images.gr-assets.com/books/1348969179s/8255917.jpg
3421,3422,16070521,NA,Kristen Proby,2012.0,"Come Away with Me (With Me in Seattle, #1)",3.94,52083,https://images.gr-assets.com/books/1350383614s/16070521.jpg
3422,3423,785092,60763280,T. Harv Eker,2005.0,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,4.14,25389,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3423,3424,12866426,312624697,C.C. Hunter,2012.0,"Taken at Dusk (Shadow Falls, #3)",4.33,36683,https://images.gr-assets.com/books/1320918098s/12866426.jpg
3424,3425,16707,3423124172,"Michael Chabon, Hans Hermann",1995.0,Wonder Boys,3.93,24365,https://images.gr-assets.com/books/1380670205s/16707.jpg
3425,3426,15739018,NA,Molly McAdams,2012.0,"Taking Chances (Taking Chances, #1)",3.87,40827,https://images.gr-assets.com/books/1344296221s/15739018.jpg
3426,3427,10464963,307700003,Julie Otsuka,2011.0,The Buddha in the Attic,3.59,28149,https://images.gr-assets.com/books/1327878988s/10464963.jpg
3427,3428,8680,055337933X,Tom Robbins,2000.0,Fierce Invalids Home from Hot Climates,4.01,22847,https://images.gr-assets.com/books/1327866336s/8680.jpg
3428,3429,18007535,385538499,Jennifer McMahon,2014.0,The Winter People,3.76,27234,https://images.gr-assets.com/books/1377582922s/18007535.jpg
3429,3430,8428069,61869708,Sara Shepard,2010.0,"The Lying Game (The Lying Game, #1)",3.96,32296,https://images.gr-assets.com/books/1316916749s/8428069.jpg
3430,3431,32258,034545894X,Tess Gerritsen,2004.0,"Body Double (Rizzoli & Isles, #4)",4.16,30834,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3431,3432,18143905,147675361X,Marina Keegan,2014.0,The Opposite of Loneliness: Essays and Stories,3.82,19771,https://images.gr-assets.com/books/1401056149s/18143905.jpg
3432,3433,6613956,670021482,"Paolo Giordano, Shaun Whiteside",2008.0,The Solitude of Prime Numbers,3.58,19734,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3433,3434,15835685,NA,Nicole  Williams,2012.0,"Clash (Crash, #2)",4.17,40519,https://images.gr-assets.com/books/1345393364s/15835685.jpg
3434,3435,17349203,62224077,"Neil Gaiman, Skottie Young",2013.0,"Fortunately, the Milk",4.04,30500,https://images.gr-assets.com/books/1380963103s/17349203.jpg
3435,3436,20898019,078519021X,"G. Willow Wilson, Adrian Alphona",2014.0,"Ms. Marvel, Vol. 1: No Normal",4.13,53515,https://images.gr-assets.com/books/1413031883s/20898019.jpg
3436,3437,178476,425212866,Nalini Singh,2006.0,Slave to Sensation (Psy-Changeling #1),4.12,44076,https://images.gr-assets.com/books/1403541641s/178476.jpg
3437,3438,18711993,NA,أثير عبدالله النشمي,2013.0,فلتغفري,3.5,23407,https://images.gr-assets.com/books/1382532147s/18711993.jpg
